"Date","Price","Open","High","Low","Change %"
"05/29/2013","0.102","0.109","0.109","0.102","-5.56%"
"05/28/2013","0.108","0.102","0.109","0.101","0.00%"
"05/27/2013","0.108","0.108","0.108","0.108","0.00%"
"05/25/2013","0.108","0.108","0.108","0.108","-2.70%"
"05/24/2013","0.111","0.130","0.130","0.111","4.72%"
"05/23/2013","0.106","0.108","0.110","0.106","0.95%"
"05/22/2013","0.105","0.109","0.109","0.105","-0.94%"
"05/21/2013","0.106","0.101","0.106","0.101","2.91%"
"05/20/2013","0.103","0.101","0.103","0.098","0.00%"
"05/18/2013","0.103","0.103","0.103","0.103","0.00%"
"05/17/2013","0.103","0.103","0.103","0.103","0.00%"
"05/16/2013","0.103","0.101","0.103","0.101","1.98%"
"05/15/2013","0.101","0.101","0.102","0.101","-0.98%"
"05/14/2013","0.102","0.102","0.102","0.102","6.25%"
"05/13/2013","0.096","0.103","0.103","0.096","-16.52%"
"05/11/2013","0.115","0.115","0.115","0.115","0.00%"
"05/10/2013","0.115","0.100","0.115","0.100","19.79%"
"05/09/2013","0.096","0.115","0.115","0.096","0.00%"
"05/08/2013","0.096","0.096","0.096","0.095","0.00%"
"05/07/2013","0.096","0.096","0.096","0.096","-8.57%"
"05/03/2013","0.105","0.105","0.105","0.105","0.00%"
"05/02/2013","0.105","0.105","0.105","0.105","2.94%"
"05/01/2013","0.102","0.102","0.102","0.102","-0.97%"
"04/30/2013","0.103","0.103","0.103","0.096","3.00%"
"04/27/2013","0.100","0.100","0.100","0.100","0.00%"
"04/26/2013","0.100","0.100","0.100","0.100","5.26%"
"04/25/2013","0.095","0.095","0.095","0.095","-3.06%"
"04/24/2013","0.098","0.095","0.098","0.095","3.16%"
"04/23/2013","0.095","0.095","0.095","0.095","-1.04%"
"04/22/2013","0.096","0.096","0.096","0.096","-16.52%"
"04/20/2013","0.115","0.115","0.115","0.115","0.00%"
"04/19/2013","0.115","0.120","0.120","0.115","5.50%"
"04/18/2013","0.109","0.110","0.114","0.109","-0.91%"
"04/17/2013","0.110","0.115","0.115","0.110","-4.35%"
"04/16/2013","0.115","0.115","0.115","0.115","1.77%"
"04/15/2013","0.113","0.128","0.128","0.112","-3.42%"
"04/13/2013","0.117","0.117","0.117","0.117","-2.50%"
"04/12/2013","0.120","0.118","0.122","0.118","14.29%"
"04/11/2013","0.105","0.105","0.105","0.097","1.94%"
"04/10/2013","0.103","0.100","0.103","0.092","10.75%"
"04/09/2013","0.093","0.096","0.096","0.088","16.25%"
"04/08/2013","0.080","0.080","0.080","0.079","29.03%"
"04/05/2013","0.062","0.062","0.062","0.062","0.00%"
"04/04/2013","0.062","0.061","0.062","0.060","16.98%"
"04/03/2013","0.053","0.060","0.060","0.050","0.00%"
"04/02/2013","0.053","0.055","0.055","0.053","-3.64%"
"04/01/2013","0.055","0.055","0.060","0.045","-8.33%"
"03/30/2013","0.060","0.060","0.060","0.060","9.09%"
"03/29/2013","0.055","0.060","0.060","0.055","3.77%"
"03/28/2013","0.053","0.053","0.053","0.053","-18.46%"
"03/27/2013","0.065","0.065","0.065","0.065","25.00%"
"03/26/2013","0.052","0.053","0.053","0.051","-3.70%"
"03/25/2013","0.054","0.055","0.055","0.052","-12.90%"
"03/23/2013","0.062","0.062","0.062","0.062","8.77%"
"03/22/2013","0.057","0.064","0.064","0.049","5.56%"
"03/21/2013","0.054","0.063","0.063","0.049","1.89%"
"03/20/2013","0.053","0.053","0.053","0.053","-1.85%"
"03/19/2013","0.054","0.056","0.056","0.054","0.00%"
"03/18/2013","0.054","0.052","0.056","0.052","-14.29%"
"03/17/2013","0.063","0.063","0.063","0.063","0.00%"
"03/16/2013","0.063","0.063","0.063","0.063","0.00%"
"03/15/2013","0.063","0.064","0.070","0.060","14.55%"
"03/14/2013","0.055","0.056","0.056","0.051","-5.17%"
"03/13/2013","0.058","0.059","0.066","0.058","3.57%"
"03/12/2013","0.056","0.061","0.061","0.056","-3.45%"
"03/11/2013","0.058","0.061","0.061","0.057","-10.77%"
"03/09/2013","0.065","0.065","0.065","0.065","6.56%"
"03/08/2013","0.061","0.069","0.070","0.058","-3.17%"
"03/07/2013","0.063","0.069","0.069","0.063","6.78%"
"03/06/2013","0.059","0.058","0.060","0.058","1.72%"
"03/05/2013","0.058","0.068","0.068","0.058","-12.12%"
"03/04/2013","0.066","0.071","0.073","0.064","-12.00%"
"03/02/2013","0.075","0.075","0.075","0.075","-3.85%"
"03/01/2013","0.078","0.085","0.085","0.072","2.63%"
"02/28/2013","0.076","0.085","0.085","0.076","-5.00%"
"02/27/2013","0.080","0.084","0.084","0.080","-3.61%"
"02/26/2013","0.083","0.092","0.092","0.080","-1.19%"
"02/25/2013","0.084","0.078","0.087","0.078","-1.18%"
"02/23/2013","0.085","0.085","0.085","0.085","0.00%"
"02/22/2013","0.085","0.085","0.085","0.085","-5.56%"
"02/21/2013","0.090","0.095","0.096","0.087","-6.25%"
"02/20/2013","0.096","0.093","0.096","0.093","5.49%"
"02/19/2013","0.091","0.109","0.109","0.091","-5.21%"
"02/18/2013","0.096","0.100","0.100","0.096","-4.00%"
"02/17/2013","0.100","0.100","0.100","0.100","0.00%"
"02/16/2013","0.100","0.100","0.100","0.100","0.00%"
"02/15/2013","0.100","0.100","0.100","0.100","0.00%"
"02/14/2013","0.100","0.098","0.100","0.098","28.21%"
"02/13/2013","0.078","0.078","0.078","0.078","0.00%"
"02/12/2013","0.078","0.103","0.103","0.078","4.00%"
"02/09/2013","0.075","0.075","0.075","0.075","0.00%"
"02/08/2013","0.075","0.075","0.075","0.075","-19.35%"
"02/07/2013","0.093","0.102","0.102","0.093","-8.82%"
"02/06/2013","0.102","0.102","0.102","0.102","0.99%"
"02/05/2013","0.101","0.101","0.101","0.101","0.00%"
"02/04/2013","0.101","0.100","0.101","0.100","-15.83%"
"02/02/2013","0.120","0.120","0.120","0.120","20.00%"
"02/01/2013","0.100","0.125","0.125","0.100","0.00%"
"01/31/2013","0.100","0.100","0.101","0.100","0.00%"
"01/30/2013","0.100","0.103","0.103","0.099","0.00%"
"01/29/2013","0.100","0.103","0.103","0.100","0.00%"
"01/28/2013","0.100","0.120","0.120","0.100","-16.67%"
"01/26/2013","0.120","0.120","0.120","0.120","18.81%"
"01/25/2013","0.101","0.100","0.101","0.100","1.00%"
"01/24/2013","0.100","0.108","0.108","0.101","0.00%"
"01/23/2013","0.100","0.107","0.107","0.100","0.00%"
"01/22/2013","0.100","0.105","0.105","0.099","-2.91%"
"01/21/2013","0.103","0.104","0.110","0.102","-1.90%"
"01/19/2013","0.105","0.105","0.105","0.105","2.94%"
"01/18/2013","0.102","0.105","0.105","0.102","2.00%"
"01/17/2013","0.100","0.106","0.106","0.099","0.00%"
"01/16/2013","0.100","0.106","0.106","0.100","-3.85%"
"01/15/2013","0.104","0.114","0.114","0.103","-9.57%"
"01/13/2013","0.115","0.115","0.115","0.115","0.00%"
"01/12/2013","0.115","0.115","0.115","0.115","5.50%"
"01/11/2013","0.109","0.120","0.120","0.105","-2.68%"
"01/10/2013","0.112","0.120","0.120","0.112","0.90%"
"01/09/2013","0.111","0.119","0.119","0.100","5.71%"
"01/08/2013","0.105","0.109","0.109","0.104","-3.67%"
"01/07/2013","0.109","0.109","0.109","0.109","-1.80%"
"01/05/2013","0.111","0.111","0.111","0.111","0.00%"
"01/04/2013","0.111","0.110","0.111","0.110","7.77%"
"01/03/2013","0.103","0.103","0.103","0.103","0.00%"
"01/02/2013","0.103","0.103","0.103","0.103","0.00%"
"01/01/2013","0.103","0.103","0.103","0.103","0.00%"
"12/31/2012","0.103","0.103","0.103","0.103","0.00%"
"12/30/2012","0.103","0.103","0.103","0.103","0.00%"
"12/29/2012","0.103","0.103","0.103","0.103","0.00%"
"12/28/2012","0.103","0.106","0.106","0.103","0.00%"
"12/27/2012","0.103","0.105","0.106","0.103","0.00%"
"12/26/2012","0.103","0.105","0.105","0.103","-1.90%"
"12/25/2012","0.105","0.105","0.105","0.105","-0.94%"
"12/24/2012","0.106","0.106","0.106","0.106","-15.20%"
"12/23/2012","0.125","0.125","0.125","0.125","0.00%"
"12/22/2012","0.125","0.125","0.125","0.125","0.00%"
"12/21/2012","0.125","0.106","0.125","0.106","19.05%"
"12/20/2012","0.105","0.100","0.105","0.100","-0.94%"
"12/19/2012","0.106","0.101","0.106","0.101","1.92%"
"12/18/2012","0.104","0.103","0.104","0.100","0.00%"
"12/17/2012","0.104","0.103","0.105","0.102","2.97%"
"12/15/2012","0.101","0.101","0.101","0.101","0.00%"
"12/14/2012","0.101","0.101","0.101","0.101","0.00%"
"12/13/2012","0.101","0.103","0.125","0.101","-2.88%"
"12/12/2012","0.104","0.103","0.104","0.103","0.00%"
"12/11/2012","0.104","0.104","0.104","0.100","0.00%"
"12/10/2012","0.104","0.104","0.104","0.104","1.96%"
"12/08/2012","0.102","0.102","0.102","0.102","0.00%"
"12/07/2012","0.102","0.102","0.102","0.102","2.00%"
"12/06/2012","0.100","0.105","0.105","0.100","0.00%"
"12/05/2012","0.100","0.100","0.100","0.100","0.00%"
"12/04/2012","0.100","0.104","0.105","0.100","-3.85%"
"12/03/2012","0.104","0.105","0.105","0.104","4.00%"
"12/01/2012","0.100","0.100","0.100","0.100","0.00%"
"11/30/2012","0.100","0.125","0.125","0.100","0.00%"
"11/29/2012","0.100","0.103","0.104","0.100","-3.85%"
"11/28/2012","0.104","0.104","0.104","0.104","0.97%"
"11/27/2012","0.103","0.103","0.105","0.103","-0.96%"
"11/26/2012","0.104","0.104","0.105","0.103","-1.89%"
"11/23/2012","0.106","0.106","0.106","0.106","0.00%"
"11/22/2012","0.106","0.105","0.106","0.104","0.95%"
"11/21/2012","0.105","0.103","0.105","0.103","0.96%"
"11/20/2012","0.104","0.104","0.104","0.103","0.97%"
"11/19/2012","0.103","0.105","0.105","0.100","-1.90%"
"11/17/2012","0.105","0.105","0.105","0.105","0.00%"
"11/16/2012","0.105","0.125","0.125","0.105","-1.87%"
"11/15/2012","0.107","0.105","0.107","0.105","1.90%"
"11/14/2012","0.105","0.105","0.105","0.105","0.96%"
"11/13/2012","0.104","0.104","0.105","0.104","-0.95%"
"11/12/2012","0.105","0.110","0.125","0.105","-4.55%"
"11/10/2012","0.110","0.110","0.110","0.110","0.00%"
"11/09/2012","0.110","0.125","0.125","0.110","-8.33%"
"11/08/2012","0.120","0.125","0.125","0.120","0.00%"
"11/07/2012","0.120","0.110","0.120","0.110","12.15%"
"11/06/2012","0.107","0.105","0.107","0.105","0.00%"
"11/05/2012","0.107","0.107","0.107","0.107","-2.73%"
"11/03/2012","0.110","0.110","0.110","0.110","0.00%"
"11/02/2012","0.110","0.125","0.125","0.110","0.00%"
"11/01/2012","0.110","0.103","0.110","0.103","4.76%"
"10/31/2012","0.105","0.105","0.105","0.105","0.00%"
"10/30/2012","0.105","0.110","0.110","0.105","0.00%"
"10/29/2012","0.105","0.102","0.110","0.102","-4.55%"
"10/27/2012","0.110","0.110","0.110","0.110","0.00%"
"10/26/2012","0.110","0.125","0.125","0.110","0.00%"
"10/25/2012","0.110","0.105","0.125","0.105","3.77%"
"10/24/2012","0.106","0.105","0.106","0.105","0.95%"
"10/23/2012","0.105","0.105","0.105","0.105","0.00%"
"10/22/2012","0.105","0.105","0.105","0.103","-16.00%"
"10/20/2012","0.125","0.125","0.125","0.125","0.00%"
"10/19/2012","0.125","0.107","0.125","0.107","17.92%"
"10/18/2012","0.106","0.105","0.107","0.105","0.00%"
"10/17/2012","0.106","0.110","0.110","0.106","0.95%"
"10/16/2012","0.105","0.105","0.105","0.105","0.00%"
"10/15/2012","0.105","0.105","0.105","0.105","-1.87%"
"10/13/2012","0.107","0.107","0.107","0.107","0.00%"
"10/12/2012","0.107","0.107","0.107","0.107","-0.93%"
"10/11/2012","0.108","0.108","0.108","0.105","2.86%"
"10/10/2012","0.105","0.103","0.105","0.103","0.00%"
"10/09/2012","0.105","0.103","0.105","0.103","-16.00%"
"10/08/2012","0.125","0.125","0.125","0.125","0.00%"
"10/06/2012","0.125","0.125","0.125","0.125","0.00%"
"10/05/2012","0.125","0.125","0.125","0.125","16.82%"
"10/04/2012","0.107","0.110","0.110","0.107","0.00%"
"10/03/2012","0.107","0.108","0.125","0.105","-3.60%"
"10/02/2012","0.111","0.105","0.125","0.105","3.74%"
"10/01/2012","0.107","0.111","0.125","0.107","-14.40%"
"09/29/2012","0.125","0.125","0.125","0.125","0.00%"
"09/28/2012","0.125","0.105","0.125","0.105","17.92%"
"09/27/2012","0.106","0.111","0.111","0.105","-7.83%"
"09/26/2012","0.115","0.125","0.125","0.111","3.60%"
"09/25/2012","0.111","0.125","0.125","0.111","0.00%"
"09/24/2012","0.111","0.115","0.125","0.111","-11.20%"
"09/23/2012","0.125","0.125","0.125","0.125","0.00%"
"09/22/2012","0.125","0.125","0.125","0.125","8.70%"
"09/21/2012","0.115","0.115","0.115","0.115","3.60%"
"09/20/2012","0.111","0.111","0.111","0.111","3.74%"
"09/19/2012","0.107","0.107","0.107","0.107","1.90%"
"09/18/2012","0.105","0.107","0.107","0.105","-13.93%"
"09/17/2012","0.122","0.122","0.122","0.122","0.00%"
"09/15/2012","0.122","0.122","0.122","0.122","6.09%"
"09/14/2012","0.115","0.122","0.122","0.115","0.00%"
"09/13/2012","0.115","0.120","0.120","0.115","-4.17%"
"09/12/2012","0.120","0.120","0.120","0.120","4.35%"
"09/11/2012","0.115","0.122","0.122","0.115","0.00%"
"09/10/2012","0.115","0.122","0.122","0.105","-8.00%"
"09/08/2012","0.125","0.125","0.125","0.125","4.17%"
"09/07/2012","0.120","0.120","0.120","0.120","5.26%"
"09/06/2012","0.114","0.120","0.120","0.114","0.00%"
"09/05/2012","0.114","0.122","0.122","0.114","-0.87%"
"09/04/2012","0.115","0.120","0.120","0.115","0.00%"
"09/03/2012","0.115","0.125","0.125","0.115","4.55%"
"09/01/2012","0.110","0.110","0.110","0.110","0.00%"
"08/31/2012","0.110","0.110","0.110","0.110","4.76%"
"08/30/2012","0.105","0.105","0.105","0.103","-5.41%"
"08/29/2012","0.111","0.114","0.114","0.111","6.73%"
"08/28/2012","0.104","0.107","0.107","0.104","-0.95%"
"08/27/2012","0.105","0.110","0.110","0.105","-4.55%"
"08/25/2012","0.110","0.110","0.110","0.110","4.76%"
"08/24/2012","0.105","0.117","0.125","0.105","-1.87%"
"08/23/2012","0.107","0.130","0.130","0.105","1.90%"
"08/22/2012","0.105","0.107","0.107","0.103","1.94%"
"08/21/2012","0.103","0.130","0.130","0.103","-8.85%"
"08/20/2012","0.113","0.130","0.130","0.113","-5.83%"
"08/18/2012","0.120","0.120","0.120","0.120","3.45%"
"08/17/2012","0.116","0.113","0.120","0.113","-3.33%"
"08/16/2012","0.120","0.120","0.120","0.117","16.50%"
"08/15/2012","0.103","0.109","0.109","0.103","-0.96%"
"08/14/2012","0.104","0.125","0.125","0.104","-16.80%"
"08/13/2012","0.125","0.125","0.125","0.125","19.05%"
"08/11/2012","0.105","0.105","0.105","0.105","0.00%"
"08/10/2012","0.105","0.105","0.105","0.105","-4.55%"
"08/09/2012","0.110","0.110","0.110","0.105","4.76%"
"08/08/2012","0.105","0.110","0.110","0.105","-4.55%"
"08/07/2012","0.110","0.110","0.110","0.105","4.76%"
"08/06/2012","0.105","0.105","0.105","0.105","0.00%"
"08/05/2012","0.105","0.105","0.105","0.105","0.00%"
"08/04/2012","0.105","0.105","0.105","0.105","0.00%"
"08/03/2012","0.105","0.105","0.105","0.105","-0.94%"
"08/02/2012","0.106","0.114","0.114","0.103","-17.19%"
"08/01/2012","0.128","0.114","0.128","0.102","12.28%"
"07/31/2012","0.114","0.128","0.128","0.114","0.88%"
"07/30/2012","0.113","0.115","0.128","0.110","-13.08%"
"07/28/2012","0.130","0.130","0.130","0.130","1.56%"
"07/27/2012","0.128","0.128","0.128","0.110","14.29%"
"07/26/2012","0.112","0.116","0.116","0.112","0.90%"
"07/25/2012","0.111","0.120","0.120","0.103","-0.89%"
"07/24/2012","0.112","0.112","0.112","0.112","0.00%"
"07/23/2012","0.112","0.112","0.112","0.112","-13.85%"
"07/21/2012","0.130","0.130","0.130","0.130","12.07%"
"07/20/2012","0.116","0.117","0.117","0.116","6.42%"
"07/19/2012","0.109","0.109","0.109","0.109","0.00%"
"07/18/2012","0.109","0.110","0.110","0.103","4.81%"
"07/17/2012","0.104","0.104","0.104","0.104","-0.95%"
"07/16/2012","0.105","0.105","0.105","0.105","0.00%"
"07/14/2012","0.105","0.105","0.105","0.105","-8.70%"
"07/13/2012","0.115","0.115","0.115","0.115","0.00%"
"07/12/2012","0.115","0.110","0.125","0.110","4.55%"
"07/11/2012","0.110","0.110","0.110","0.110","2.80%"
"07/10/2012","0.107","0.107","0.107","0.107","2.88%"
"07/09/2012","0.104","0.104","0.104","0.104","-0.95%"
"07/08/2012","0.105","0.105","0.105","0.105","0.00%"
"07/07/2012","0.105","0.105","0.105","0.105","-4.55%"
"07/06/2012","0.110","0.110","0.110","0.110","2.80%"
"07/05/2012","0.107","0.125","0.125","0.107","0.00%"
"07/04/2012","0.107","0.110","0.110","0.107","0.00%"
"07/03/2012","0.107","0.110","0.110","0.107","2.88%"
"07/02/2012","0.104","0.125","0.125","0.104","-0.95%"
"07/01/2012","0.105","0.105","0.105","0.105","0.00%"
"06/30/2012","0.105","0.105","0.105","0.105","-4.55%"
"06/29/2012","0.110","0.125","0.125","0.110","4.76%"
"06/28/2012","0.105","0.105","0.105","0.105","-1.87%"
"06/27/2012","0.107","0.103","0.107","0.103","1.90%"
"06/26/2012","0.105","0.105","0.110","0.105","0.00%"
"06/25/2012","0.105","0.125","0.125","0.105","0.00%"
"06/23/2012","0.105","0.105","0.105","0.105","-4.55%"
"06/22/2012","0.110","0.115","0.115","0.106","-0.90%"
"06/21/2012","0.111","0.111","0.111","0.111","4.72%"
"06/20/2012","0.106","0.125","0.128","0.104","-4.50%"
"06/19/2012","0.111","0.115","0.115","0.111","-3.48%"
"06/18/2012","0.115","0.120","0.120","0.115","-11.54%"
"06/16/2012","0.130","0.130","0.130","0.130","8.33%"
"06/15/2012","0.120","0.120","0.120","0.120","0.00%"
"06/14/2012","0.120","0.118","0.120","0.114","5.26%"
"06/13/2012","0.114","0.135","0.135","0.114","-8.80%"
"06/12/2012","0.125","0.125","0.125","0.125","13.64%"
"06/11/2012","0.110","0.125","0.125","0.110","0.00%"
"06/09/2012","0.110","0.110","0.110","0.110","0.00%"
"06/08/2012","0.110","0.125","0.125","0.110","-8.33%"
"06/07/2012","0.120","0.118","0.120","0.114","8.11%"
"06/06/2012","0.111","0.119","0.119","0.111","-3.48%"
"06/05/2012","0.115","0.130","0.130","0.115","3.60%"
"06/04/2012","0.111","0.120","0.125","0.111","-14.62%"
"06/02/2012","0.130","0.130","0.130","0.130","4.00%"
"06/01/2012","0.125","0.125","0.125","0.125","13.64%"
"05/31/2012","0.110","0.125","0.125","0.110","0.00%"
"05/30/2012","0.110","0.125","0.125","0.110","-5.98%"
"05/29/2012","0.117","0.117","0.117","0.117","6.36%"
"05/28/2012","0.110","0.110","0.110","0.110","0.00%"
"05/26/2012","0.110","0.110","0.110","0.110","0.00%"
"05/25/2012","0.110","0.110","0.110","0.110","-0.90%"
"05/24/2012","0.111","0.125","0.125","0.111","0.00%"
"05/23/2012","0.111","0.125","0.125","0.111","0.00%"
"05/22/2012","0.111","0.125","0.125","0.111","0.00%"
"05/21/2012","0.111","0.130","0.135","0.111","-11.20%"
"05/19/2012","0.125","0.125","0.125","0.125","7.76%"
"05/18/2012","0.116","0.130","0.130","0.116","10.48%"
"05/17/2012","0.105","0.125","0.130","0.105","-1.87%"
"05/16/2012","0.107","0.110","0.110","0.107","1.90%"
"05/15/2012","0.105","0.110","0.110","0.105","-4.55%"
"05/14/2012","0.110","0.110","0.110","0.110","0.00%"
"05/12/2012","0.110","0.110","0.110","0.110","4.76%"
"05/11/2012","0.105","0.105","0.105","0.105","0.00%"
"05/10/2012","0.105","0.110","0.110","0.105","0.00%"
"05/09/2012","0.105","0.110","0.110","0.105","0.00%"
"05/08/2012","0.105","0.105","0.105","0.105","1.94%"
"05/07/2012","0.103","0.104","0.104","0.103","-6.36%"
"05/06/2012","0.110","0.110","0.110","0.110","0.00%"
"05/03/2012","0.110","0.110","0.110","0.110","0.00%"
"05/02/2012","0.110","0.105","0.110","0.105","0.00%"
"05/01/2012","0.110","0.105","0.110","0.105","0.00%"
"04/28/2012","0.110","0.110","0.110","0.110","0.00%"
"04/27/2012","0.110","0.105","0.110","0.105","4.76%"
"04/26/2012","0.105","0.110","0.110","0.105","0.00%"
"04/25/2012","0.105","0.110","0.110","0.105","-1.87%"
"04/24/2012","0.107","0.103","0.107","0.103","0.00%"
"04/23/2012","0.107","0.120","0.125","0.107","-17.69%"
"04/21/2012","0.130","0.130","0.130","0.130","0.00%"
"04/20/2012","0.130","0.135","0.135","0.125","0.00%"
"04/19/2012","0.130","0.125","0.130","0.125","26.21%"
"04/18/2012","0.103","0.125","0.125","0.103","0.00%"
"04/17/2012","0.103","0.105","0.105","0.103","0.00%"
"04/16/2012","0.103","0.103","0.103","0.103","-1.90%"
"04/14/2012","0.105","0.105","0.105","0.105","0.00%"
"04/13/2012","0.105","0.115","0.115","0.105","-8.70%"
"04/12/2012","0.115","0.105","0.115","0.105","7.48%"
"04/11/2012","0.107","0.135","0.135","0.107","0.00%"
"04/10/2012","0.107","0.115","0.115","0.103","3.88%"
"04/09/2012","0.103","0.110","0.110","0.103","-6.36%"
"04/08/2012","0.110","0.110","0.110","0.110","0.00%"
"04/07/2012","0.110","0.110","0.110","0.110","4.76%"
"04/06/2012","0.105","0.105","0.105","0.105","0.00%"
"04/05/2012","0.105","0.115","0.115","0.105","-1.87%"
"04/04/2012","0.107","0.113","0.113","0.107","0.00%"
"04/03/2012","0.107","0.107","0.107","0.107","1.90%"
"04/02/2012","0.105","0.107","0.107","0.105","0.00%"
"03/31/2012","0.105","0.105","0.105","0.105","0.00%"
"03/30/2012","0.105","0.130","0.130","0.103","-1.87%"
"03/29/2012","0.107","0.130","0.130","0.105","0.00%"
"03/28/2012","0.107","0.107","0.107","0.107","0.00%"
"03/27/2012","0.107","0.107","0.107","0.107","0.00%"
"03/26/2012","0.107","0.130","0.130","0.107","0.00%"
"03/24/2012","0.107","0.107","0.107","0.107","0.00%"
"03/23/2012","0.107","0.130","0.130","0.107","0.00%"
"03/22/2012","0.107","0.107","0.107","0.107","1.90%"
"03/21/2012","0.105","0.105","0.110","0.105","2.94%"
"03/20/2012","0.102","0.102","0.102","0.102","0.00%"
"03/19/2012","0.102","0.125","0.125","0.102","-2.86%"
"03/17/2012","0.105","0.105","0.105","0.105","0.00%"
"03/16/2012","0.105","0.105","0.110","0.105","-1.87%"
"03/15/2012","0.107","0.150","0.150","0.107","0.94%"
"03/14/2012","0.106","0.150","0.150","0.102","-7.02%"
"03/13/2012","0.114","0.114","0.114","0.114","3.64%"
